treatment,el1,index_ctotal_el1,index_foodsecurity_el1,ind_fin_el1,ind_increv_updated_el1,asset_ind_tot_el1,vil_ham
1,1,.81547862,.4986659,.78970289,.71489483,2.2575336,89
1,1,5.4893885,.098861992,-.20258994,-.14634244,.94780445,7
1,1,.32394886,.4986659,-.15190086,-1.2314041,1.5955979,91
1,1,.697653,2.0655677,-.2327193,-1.2314041,.88752329,109
1,1,-.31835756,.4986659,-.21225932,.32563502,,23
1,1,-.017589627,.4986659,-.19780815,-.39449549,.91210288,7
0,1,1.6077514,.4986659,.036607366,.22832008,-1.5455612,104
0,1,,,,,,78
0,1,1.2047991,.4986659,.1662894,-.063624665,2.1008382,103
0,1,.27989256,.4986659,-.11798717,-.98227781,-1.5455612,84
1,1,-.024551984,1.8486543,.051401049,.09207923,1.5630342,69
1,1,,,,,,72
0,1,.35991454,.4986659,-.17783487,.90952468,1.3781614,109
1,1,.26856619,.37808228,-.02821861,.89492762,-.93144464,103
0,1,,,,,,35
0,1,-.22097811,2.0655677,-.28256834,-.67087001,-1.8770244,54
1,1,.36300266,-.1813138,-.23269525,-1.061103,-1.5455612,69
1,1,-.25039777,-.77318037,.066543229,-1.2314041,-1.5973839,117
1,1,1.084963,-.77318037,-.25563687,-.50154203,-1.191013,20
0,1,1.5983368,.37808228,.89437634,1.1041547,-.029104292,103
0,1,-.23333432,.4986659,-.22272064,.47160745,-1.150218,49
1,1,7.1074715,2.0655677,-.093074664,.23805165,-.68190128,3
1,1,.20560767,.4986659,-.083136097,.20593765,5.1424532,13
1,1,,,,,,105
1,1,.87828952,.098861992,-.19330513,.13100523,1.1332668,112
0,1,.47979954,.4986659,-.16287293,.60784847,-.52005804,6
1,0,,,,,,103
1,1,,,,,,116
0,1,.99067259,.4986659,.016670151,.36845374,1.2100773,9
0,1,,,,,,74
1,1,.56783795,.4986659,-.24269392,.22832008,.11172875,26
0,1,-.18018287,.051149033,.93932217,.59811693,.54259044,109
0,1,,,,,,118
1,0,,,,,,103
1,1,-.07103572,.051149033,.05654458,2.8558235,.69508195,
1,1,,,,,,93
0,1,,,,,,116
0,1,.54011053,-.34865487,.031632096,-1.2041559,1.3430456,37
1,1,,,,,,74
0,1,,,,,,110
1,1,-.21582985,.4986659,.29593542,-.45288453,1.1478691,3
0,1,.1461311,.4986659,.99427038,3.887362,1.2751982,17
0,1,.077690825,.051149033,-.041194629,-.50154203,.77276742,77
0,1,.12705766,-.1813138,-.17783487,-1.2314041,.96028525,114
1,1,,,,,,74
0,1,-.39667237,.4986659,-.18282217,.30130637,-.75487489,69
0,1,-.41481179,.051149033,-.17635669,1.1041547,-.38216874,23
0,1,.13754992,.051149033,-.25264451,1.2257984,2.8525546,58
0,1,-.55325252,.098861992,-.19529045,.37137312,.25514776,105
1,1,1.1773409,.4986659,.29296705,-.25825465,-1.3478895,6
1,1,-.22112544,.4986659,-.21274602,-.20959717,-1.5455612,101
1,1,-.18111414,.098861992,.12537305,-.69617188,,114
1,1,3.3339536,.37808228,-.10603565,-.55019945,,6
0,1,-1.1715289,.4986659,-.28256834,-.39060295,-.7909885,67
0,1,,,,,,74
1,1,.61836636,1.8486543,-.083100051,.023958713,.58845615,84
1,1,3.9975157,.37808228,-.23718382,-.20959717,-1.7432327,119
1,1,.016341053,.4986659,1.9915962,2.3205917,3.3662634,63
1,1,-.29364482,.098861992,.30591005,.53972805,,119
1,1,-.43015227,.4986659,.94131589,-.25825465,-.10361309,74
1,1,-.42144421,.4986659,-.2302016,.32563502,1.1348319,73
0,1,.95139802,.37808228,3.1935856,-1.2314041,-1.5455612,71
